X Y
Точки Y, D, O и F задают четырехугольник. YD = 23 см, YO = 22 см. Найти площадь данной фигуры.	[{"type": "quadrilateral", "name": YDOF}]
Вычислите периметр разностороннего треугольника CWJ со сторонами 94 см, 96 см и 118 см, а также равностороннего треугольника OAU со стороной 92 см	[{"type": "triangle", "name": "CWJ"}, {"type": "triangle", "name": "OAU"}]
Найдите периметр трапеции RWGQ, основания которой равны 16 см и 18 см, а высота 12 см.	[{"type": "trapezoid", "name": "RWGQ"}]
Какова площадь трапеции JHEA, основания которой равны 22 см и 25 см, а высота 18 см?	[{"type": "trapezoid", "name": "JHEA"}]
Основания трапеции ZI = 4 см, EO = 8 см. Найти диагональ.	[{"type": "trapezoid", "name": ZIEO}]
Точки Q, D, K и N задают параллелограмм. QD = 17 см, QK = 4 см. Найти площадь данной фигуры.	[{"type": "parallelogram", "name": QDKN}]
Если стороны треугольника ILV относятся как 2:3:4, найдите длину самой длинной стороны, если периметр равен 30 см.	[{"type": "triangle", "name": "ILV"}]
Основания трапеции ZK = 5 см, TL = 23 см. Найти диагональ.	[{"type": "trapezoid", "name": ZKTL}]
Точки R, Q, J и L задают квадрат. RQ = 17 см, RJ = 18 см. Найти площадь данной фигуры.	[{"type": "square", "name": RQJL}]
Точки R, P, Q и V задают трапеция. RP = 18 см, RQ = 22 см. Найти площадь данной фигуры.	[{"type": "trapezoid", "name": RPQV}]
Какова площадь квадрата JDKA со стороной 18 см?	[{"type": "square", "name": "JDKA"}]
Определите, лежит ли точка P(x, y) внутри, снаружи или на границе треугольника PNA с вершинами (2, 3), (5, 6) и (8, 1).	[{"type": "triangle", "name": "PNA"}]
Точки N, S, K и E задают трапеция. NS = 18 см, NK = 14 см. Найти площадь данной фигуры.	[{"type": "trapezoid", "name": NSKE}]
Найдите величину ∠A в квадрате INMW, если диагонали AC и BD пересекаются под углом 90°.	[{"type": "square", "name": "INMW"}]
Основания четырехугольника CB = 16 см, UA = 5 см. Найти диагональ.	[{"type": "quadrilateral", "name": CBUA}]
Как называется параллелограмм XMVP, у которого все углы прямые?	[{"type": "parallelogram", "name": "XMVP"}]
Докажите, что диагонали трапеции TOSE не обязательно являются взаимно перпендикулярными биссектрисами.	[{"type": "trapezoid", "name": "TOSE"}]
Последовательность точек F, T, Z и H задаёт трапеция, при этом расстояние от F до T равно 18 см, а расстояние между F и Z составляет 23 см. Найти периметр данной трапеция.	[{"type": "trapezoid", "name": FTZH}]
Найдите площадь четырехугольника IYMQ, основание которого равно 20 см, а высота — 18 см.	[{"type": "quadrilateral", "name": "IYMQ"}]
Найдите площадь квадрата FTDU с вершинами в точках (0, 0), (12, 0), (12, 12) и (0, 12).	[{"type": "square", "name": "FTDU"}]
Найти периметр квадрата, основания которого RB = 19 см, XQ = 11 см, а высота равна 15 см.	[{"type": "square", "name": RBXQ}]
